subjects,session,fold_number,trial,window_test_start,label,proba_left_hand,proba_right_hand,proba_feet,proba_tongue
2,"['session_T', 'session_E']",1,0,0.5,0,0.2355,0.4522,0.0738,0.2385
2,"['session_T', 'session_E']",1,1,0.5,1,0.1563,0.1389,0.3089,0.3959
2,"['session_T', 'session_E']",1,2,0.5,3,0.1036,0.2811,0.4886,0.1267
2,"['session_T', 'session_E']",1,3,0.5,3,0.2848,0.2772,0.0918,0.3462
2,"['session_T', 'session_E']",1,4,0.5,3,0.2785,0.1509,0.2855,0.2852
2,"['session_T', 'session_E']",1,5,0.5,0,0.3193,0.3132,0.1024,0.2651
2,"['session_T', 'session_E']",1,6,0.5,1,0.2461,0.2499,0.265,0.239
2,"['session_T', 'session_E']",1,7,0.5,2,0.1568,0.2723,0.3082,0.2628
2,"['session_T', 'session_E']",1,8,0.5,0,0.3207,0.2827,0.1661,0.2305
2,"['session_T', 'session_E']",1,9,0.5,3,0.2238,0.3844,0.1018,0.29
2,"['session_T', 'session_E']",1,10,0.5,3,0.2273,0.2771,0.1584,0.3371
2,"['session_T', 'session_E']",1,11,0.5,3,0.2703,0.2988,0.0655,0.3654
2,"['session_T', 'session_E']",1,12,0.5,1,0.1628,0.4216,0.1672,0.2485
2,"['session_T', 'session_E']",1,13,0.5,0,0.2993,0.3435,0.0753,0.2819
2,"['session_T', 'session_E']",1,14,0.5,1,0.2578,0.3732,0.0987,0.2703
2,"['session_T', 'session_E']",1,15,0.5,0,0.2146,0.3291,0.2407,0.2157
2,"['session_T', 'session_E']",1,16,0.5,3,0.1937,0.3533,0.0989,0.3541
2,"['session_T', 'session_E']",1,17,0.5,2,0.2459,0.2442,0.3163,0.1936
2,"['session_T', 'session_E']",1,18,0.5,2,0.3023,0.2178,0.275,0.2049
2,"['session_T', 'session_E']",1,19,0.5,2,0.2154,0.0994,0.5514,0.1339
2,"['session_T', 'session_E']",1,20,0.5,0,0.2691,0.2383,0.1904,0.3023
2,"['session_T', 'session_E']",1,21,0.5,0,0.3947,0.2555,0.0928,0.2569
2,"['session_T', 'session_E']",1,22,0.5,1,0.2625,0.293,0.2334,0.211
2,"['session_T', 'session_E']",1,23,0.5,3,0.1539,0.2481,0.3684,0.2296
2,"['session_T', 'session_E']",1,24,0.5,0,0.2928,0.2854,0.1698,0.2519
2,"['session_T', 'session_E']",1,25,0.5,1,0.3577,0.2781,0.0955,0.2687
2,"['session_T', 'session_E']",1,26,0.5,3,0.3193,0.1197,0.223,0.338
2,"['session_T', 'session_E']",1,27,0.5,1,0.269,0.3903,0.1321,0.2086
2,"['session_T', 'session_E']",1,28,0.5,0,0.2538,0.3076,0.2012,0.2373
2,"['session_T', 'session_E']",1,29,0.5,3,0.1122,0.1276,0.437,0.3232
2,"['session_T', 'session_E']",1,30,0.5,3,0.3097,0.3295,0.1313,0.2295
2,"['session_T', 'session_E']",1,31,0.5,0,0.4537,0.2937,0.0579,0.1947
2,"['session_T', 'session_E']",1,32,0.5,3,0.2649,0.1309,0.3237,0.2805
2,"['session_T', 'session_E']",1,33,0.5,1,0.3111,0.286,0.0811,0.3218
2,"['session_T', 'session_E']",1,34,0.5,1,0.2336,0.2665,0.3336,0.1664
2,"['session_T', 'session_E']",1,35,0.5,3,0.2362,0.3348,0.1494,0.2796
2,"['session_T', 'session_E']",1,36,0.5,2,0.2302,0.2801,0.1419,0.3477
2,"['session_T', 'session_E']",1,37,0.5,2,0.1456,0.2326,0.3582,0.2636
2,"['session_T', 'session_E']",1,38,0.5,2,0.2095,0.3277,0.1828,0.28
2,"['session_T', 'session_E']",1,39,0.5,3,0.1692,0.1556,0.2985,0.3767
2,"['session_T', 'session_E']",1,40,0.5,2,0.2679,0.3514,0.1544,0.2263
2,"['session_T', 'session_E']",1,41,0.5,1,0.2077,0.3878,0.1734,0.231
2,"['session_T', 'session_E']",1,42,0.5,3,0.177,0.2867,0.1772,0.3591
2,"['session_T', 'session_E']",1,43,0.5,1,0.2102,0.2157,0.2389,0.3352
2,"['session_T', 'session_E']",1,44,0.5,0,0.2454,0.3421,0.2204,0.1922
2,"['session_T', 'session_E']",1,45,0.5,0,0.214,0.2086,0.371,0.2064
2,"['session_T', 'session_E']",1,46,0.5,2,0.1413,0.3,0.4496,0.109
2,"['session_T', 'session_E']",1,47,0.5,2,0.165,0.2008,0.4929,0.1413
2,"['session_T', 'session_E']",1,48,0.5,0,0.3022,0.3463,0.2268,0.1246
2,"['session_T', 'session_E']",1,49,0.5,0,0.2422,0.3314,0.0943,0.3321
2,"['session_T', 'session_E']",1,50,0.5,0,0.3888,0.1813,0.1942,0.2357
2,"['session_T', 'session_E']",1,51,0.5,1,0.1908,0.28,0.1239,0.4054
2,"['session_T', 'session_E']",1,52,0.5,3,0.3895,0.2305,0.1582,0.2218
2,"['session_T', 'session_E']",1,53,0.5,2,0.163,0.1395,0.323,0.3745
2,"['session_T', 'session_E']",1,54,0.5,1,0.1595,0.2651,0.2773,0.2981
2,"['session_T', 'session_E']",1,55,0.5,0,0.2974,0.2856,0.0955,0.3215
2,"['session_T', 'session_E']",1,56,0.5,0,0.3887,0.2122,0.1526,0.2465
2,"['session_T', 'session_E']",1,57,0.5,1,0.3079,0.3086,0.0845,0.2991
2,"['session_T', 'session_E']",1,58,0.5,2,0.4005,0.1755,0.2966,0.1274
2,"['session_T', 'session_E']",1,59,0.5,3,0.2928,0.3933,0.1242,0.1897
2,"['session_T', 'session_E']",1,60,0.5,1,0.2505,0.4198,0.0853,0.2444
2,"['session_T', 'session_E']",1,61,0.5,2,0.1711,0.1205,0.5286,0.1799
2,"['session_T', 'session_E']",1,62,0.5,2,0.1293,0.0534,0.7007,0.1166
2,"['session_T', 'session_E']",1,63,0.5,1,0.3178,0.2916,0.0722,0.3184
2,"['session_T', 'session_E']",1,64,0.5,1,0.1891,0.1611,0.3806,0.2691
2,"['session_T', 'session_E']",1,65,0.5,3,0.2574,0.2332,0.1802,0.3291
2,"['session_T', 'session_E']",1,66,0.5,2,0.1773,0.0783,0.553,0.1914
2,"['session_T', 'session_E']",1,67,0.5,0,0.2573,0.2082,0.3225,0.2119
2,"['session_T', 'session_E']",1,68,0.5,3,0.2919,0.3499,0.1026,0.2556
2,"['session_T', 'session_E']",1,69,0.5,3,0.2331,0.3327,0.1281,0.306
2,"['session_T', 'session_E']",1,70,0.5,3,0.1833,0.3393,0.0807,0.3967
2,"['session_T', 'session_E']",1,71,0.5,2,0.143,0.2183,0.4268,0.2119
2,"['session_T', 'session_E']",1,72,0.5,1,0.3929,0.417,0.0835,0.1066
2,"['session_T', 'session_E']",1,73,0.5,2,0.1482,0.2173,0.444,0.1906
2,"['session_T', 'session_E']",1,74,0.5,0,0.1531,0.2279,0.4353,0.1838
2,"['session_T', 'session_E']",1,75,0.5,1,0.2446,0.3174,0.1933,0.2447
2,"['session_T', 'session_E']",1,76,0.5,2,0.1713,0.3063,0.2897,0.2327
2,"['session_T', 'session_E']",1,77,0.5,3,0.2678,0.3784,0.1152,0.2385
2,"['session_T', 'session_E']",1,78,0.5,2,0.3248,0.2058,0.4051,0.0642
2,"['session_T', 'session_E']",1,79,0.5,0,0.428,0.2125,0.1652,0.1943
2,"['session_T', 'session_E']",1,80,0.5,0,0.2034,0.3023,0.3081,0.1862
2,"['session_T', 'session_E']",1,81,0.5,1,0.2431,0.3854,0.1049,0.2666
2,"['session_T', 'session_E']",1,82,0.5,0,0.3432,0.2825,0.1879,0.1864
2,"['session_T', 'session_E']",1,83,0.5,0,0.4113,0.2779,0.1743,0.1365
2,"['session_T', 'session_E']",1,84,0.5,1,0.182,0.2204,0.1645,0.4332
2,"['session_T', 'session_E']",1,85,0.5,2,0.2862,0.248,0.3026,0.1632
2,"['session_T', 'session_E']",1,86,0.5,2,0.1144,0.0704,0.7508,0.0644
2,"['session_T', 'session_E']",1,87,0.5,0,0.2047,0.1386,0.5916,0.0652
2,"['session_T', 'session_E']",1,88,0.5,0,0.164,0.3169,0.4417,0.0775
2,"['session_T', 'session_E']",1,89,0.5,1,0.3454,0.1944,0.3083,0.1519
2,"['session_T', 'session_E']",1,90,0.5,2,0.1266,0.0401,0.8083,0.0249
2,"['session_T', 'session_E']",1,91,0.5,3,0.2487,0.1367,0.4374,0.1772
2,"['session_T', 'session_E']",1,92,0.5,1,0.2527,0.2626,0.2474,0.2373
2,"['session_T', 'session_E']",1,93,0.5,2,0.3839,0.2394,0.2059,0.1708
2,"['session_T', 'session_E']",1,94,0.5,3,0.2625,0.184,0.3899,0.1636
2,"['session_T', 'session_E']",1,95,0.5,3,0.2203,0.2951,0.1682,0.3164
2,"['session_T', 'session_E']",1,96,0.5,3,0.2618,0.1699,0.2391,0.3292
2,"['session_T', 'session_E']",1,97,0.5,1,0.2121,0.1999,0.3148,0.2732
2,"['session_T', 'session_E']",1,98,0.5,0,0.1772,0.3836,0.2162,0.2229
2,"['session_T', 'session_E']",1,99,0.5,2,0.0535,0.0509,0.7975,0.0982
2,"['session_T', 'session_E']",1,100,0.5,2,0.144,0.3213,0.2626,0.272
2,"['session_T', 'session_E']",1,101,0.5,1,0.3462,0.3293,0.0914,0.2331
2,"['session_T', 'session_E']",1,102,0.5,2,0.1032,0.1081,0.658,0.1307
2,"['session_T', 'session_E']",1,103,0.5,2,0.1471,0.1421,0.661,0.0498
2,"['session_T', 'session_E']",1,104,0.5,1,0.2296,0.3059,0.2463,0.2182
2,"['session_T', 'session_E']",1,105,0.5,3,0.1746,0.3108,0.2446,0.27
2,"['session_T', 'session_E']",1,106,0.5,2,0.5388,0.1794,0.1922,0.0895
2,"['session_T', 'session_E']",1,107,0.5,0,0.2301,0.2405,0.3218,0.2076
2,"['session_T', 'session_E']",1,108,0.5,2,0.0631,0.0289,0.8667,0.0412
2,"['session_T', 'session_E']",1,109,0.5,1,0.2242,0.0844,0.6027,0.0888
2,"['session_T', 'session_E']",1,110,0.5,3,0.3085,0.3056,0.1882,0.1976
2,"['session_T', 'session_E']",1,111,0.5,1,0.1834,0.2409,0.2023,0.3735
2,"['session_T', 'session_E']",1,112,0.5,3,0.1776,0.189,0.4842,0.1492
2,"['session_T', 'session_E']",1,113,0.5,1,0.1118,0.5371,0.1329,0.2183
2,"['session_T', 'session_E']",1,114,0.5,0,0.211,0.3033,0.1927,0.293
2,"['session_T', 'session_E']",1,115,0.5,0,0.32,0.1627,0.2419,0.2754
2,"['session_T', 'session_E']",2,0,0.5,1,0.1833,0.3183,0.0392,0.4592
2,"['session_T', 'session_E']",2,1,0.5,2,0.112,0.1799,0.5575,0.1506
2,"['session_T', 'session_E']",2,2,0.5,2,0.1541,0.2021,0.5134,0.1305
2,"['session_T', 'session_E']",2,3,0.5,0,0.2929,0.335,0.1026,0.2695
2,"['session_T', 'session_E']",2,4,0.5,2,0.2781,0.2492,0.2759,0.1968
2,"['session_T', 'session_E']",2,5,0.5,2,0.1565,0.2776,0.2956,0.2703
2,"['session_T', 'session_E']",2,6,0.5,1,0.2736,0.3185,0.0809,0.3271
2,"['session_T', 'session_E']",2,7,0.5,0,0.1882,0.3324,0.0374,0.4419
2,"['session_T', 'session_E']",2,8,0.5,1,0.3092,0.3473,0.0694,0.2741
2,"['session_T', 'session_E']",2,9,0.5,1,0.3088,0.4308,0.0493,0.2111
2,"['session_T', 'session_E']",2,10,0.5,2,0.0817,0.0616,0.7498,0.1069
2,"['session_T', 'session_E']",2,11,0.5,3,0.2087,0.359,0.1605,0.2718
2,"['session_T', 'session_E']",2,12,0.5,2,0.1411,0.1627,0.5762,0.12
2,"['session_T', 'session_E']",2,13,0.5,1,0.3134,0.4058,0.0998,0.181
2,"['session_T', 'session_E']",2,14,0.5,2,0.1819,0.1657,0.4515,0.2009
2,"['session_T', 'session_E']",2,15,0.5,3,0.1928,0.238,0.3569,0.2122
2,"['session_T', 'session_E']",2,16,0.5,3,0.2124,0.1457,0.0674,0.5744
2,"['session_T', 'session_E']",2,17,0.5,3,0.1857,0.2195,0.2233,0.3714
2,"['session_T', 'session_E']",2,18,0.5,1,0.2301,0.341,0.1696,0.2593
2,"['session_T', 'session_E']",2,19,0.5,1,0.4362,0.2821,0.1473,0.1344
2,"['session_T', 'session_E']",2,20,0.5,0,0.201,0.2482,0.2591,0.2917
2,"['session_T', 'session_E']",2,21,0.5,0,0.1998,0.3439,0.0538,0.4026
2,"['session_T', 'session_E']",2,22,0.5,1,0.4535,0.2956,0.0752,0.1757
2,"['session_T', 'session_E']",2,23,0.5,3,0.2366,0.3614,0.0673,0.3347
2,"['session_T', 'session_E']",2,24,0.5,0,0.3289,0.3308,0.049,0.2913
2,"['session_T', 'session_E']",2,25,0.5,3,0.1312,0.3359,0.0472,0.4858
2,"['session_T', 'session_E']",2,26,0.5,2,0.3181,0.2269,0.312,0.143
2,"['session_T', 'session_E']",2,27,0.5,0,0.213,0.2837,0.0824,0.4208
2,"['session_T', 'session_E']",2,28,0.5,3,0.2898,0.2286,0.1274,0.3542
2,"['session_T', 'session_E']",2,29,0.5,2,0.2534,0.19,0.4319,0.1247
2,"['session_T', 'session_E']",2,30,0.5,1,0.3389,0.3161,0.0712,0.2739
2,"['session_T', 'session_E']",2,31,0.5,0,0.4118,0.276,0.0608,0.2514
2,"['session_T', 'session_E']",2,32,0.5,3,0.2273,0.3051,0.0904,0.3772
2,"['session_T', 'session_E']",2,33,0.5,3,0.6079,0.2368,0.0593,0.0961
2,"['session_T', 'session_E']",2,34,0.5,3,0.2593,0.2964,0.0798,0.3645
2,"['session_T', 'session_E']",2,35,0.5,3,0.3408,0.3489,0.0264,0.2839
2,"['session_T', 'session_E']",2,36,0.5,0,0.4907,0.2152,0.1379,0.1562
2,"['session_T', 'session_E']",2,37,0.5,2,0.0749,0.0813,0.7605,0.0833
2,"['session_T', 'session_E']",2,38,0.5,1,0.1873,0.2099,0.1284,0.4744
2,"['session_T', 'session_E']",2,39,0.5,3,0.3354,0.155,0.302,0.2076
2,"['session_T', 'session_E']",2,40,0.5,3,0.2365,0.2562,0.1659,0.3413
2,"['session_T', 'session_E']",2,41,0.5,0,0.1931,0.2499,0.0509,0.5061
2,"['session_T', 'session_E']",2,42,0.5,1,0.2922,0.3025,0.1081,0.2972
2,"['session_T', 'session_E']",2,43,0.5,2,0.1132,0.0953,0.6745,0.117
2,"['session_T', 'session_E']",2,44,0.5,3,0.3227,0.2343,0.1166,0.3264
2,"['session_T', 'session_E']",2,45,0.5,1,0.3,0.3185,0.0839,0.2976
2,"['session_T', 'session_E']",2,46,0.5,3,0.1325,0.1731,0.1799,0.5146
2,"['session_T', 'session_E']",2,47,0.5,0,0.1789,0.2171,0.129,0.4749
2,"['session_T', 'session_E']",2,48,0.5,2,0.1242,0.0847,0.6489,0.1421
2,"['session_T', 'session_E']",2,49,0.5,1,0.2355,0.3386,0.1624,0.2635
2,"['session_T', 'session_E']",2,50,0.5,2,0.1828,0.1355,0.5202,0.1616
2,"['session_T', 'session_E']",2,51,0.5,0,0.2805,0.2417,0.1022,0.3756
2,"['session_T', 'session_E']",2,52,0.5,3,0.1779,0.3561,0.0249,0.441
2,"['session_T', 'session_E']",2,53,0.5,0,0.3057,0.2839,0.0622,0.3483
2,"['session_T', 'session_E']",2,54,0.5,3,0.1604,0.276,0.2982,0.2654
2,"['session_T', 'session_E']",2,55,0.5,1,0.1984,0.3246,0.0567,0.4203
2,"['session_T', 'session_E']",2,56,0.5,1,0.1714,0.2731,0.1016,0.4539
2,"['session_T', 'session_E']",2,57,0.5,2,0.2193,0.2625,0.2249,0.2933
2,"['session_T', 'session_E']",2,58,0.5,3,0.2994,0.2581,0.063,0.3795
2,"['session_T', 'session_E']",2,59,0.5,0,0.2184,0.3441,0.0603,0.3772
2,"['session_T', 'session_E']",2,60,0.5,3,0.3732,0.2635,0.1546,0.2088
2,"['session_T', 'session_E']",2,61,0.5,2,0.0484,0.0496,0.7969,0.1051
2,"['session_T', 'session_E']",2,62,0.5,3,0.4216,0.3158,0.0409,0.2216
2,"['session_T', 'session_E']",2,63,0.5,0,0.2874,0.3211,0.0797,0.3117
2,"['session_T', 'session_E']",2,64,0.5,1,0.3838,0.3213,0.0382,0.2567
2,"['session_T', 'session_E']",2,65,0.5,2,0.1006,0.1696,0.4972,0.2327
2,"['session_T', 'session_E']",2,66,0.5,1,0.237,0.2714,0.1169,0.3746
2,"['session_T', 'session_E']",2,67,0.5,0,0.2688,0.2953,0.07,0.3659
2,"['session_T', 'session_E']",2,68,0.5,0,0.2662,0.2951,0.043,0.3957
2,"['session_T', 'session_E']",2,69,0.5,0,0.2376,0.3848,0.2011,0.1765
2,"['session_T', 'session_E']",2,70,0.5,2,0.1029,0.0494,0.8254,0.0223
2,"['session_T', 'session_E']",2,71,0.5,0,0.2581,0.2188,0.0546,0.4686
2,"['session_T', 'session_E']",2,72,0.5,1,0.1969,0.3801,0.1053,0.3177
